order_date,demand,actual_demand,predicted_demand,lower_bound,upper_bound,is_forecast,model_used,forecast_horizon
2023-07-11,21.0,21.0,,,,0,Linear Regression,30
2023-07-12,34.0,34.0,,,,0,Linear Regression,30
2023-07-13,11.0,11.0,,,,0,Linear Regression,30
2023-07-14,28.0,28.0,,,,0,Linear Regression,30
2023-07-15,37.0,37.0,,,,0,Linear Regression,30
2023-07-16,25.0,25.0,,,,0,Linear Regression,30
2023-07-17,17.0,17.0,,,,0,Linear Regression,30
2023-07-18,36.0,36.0,,,,0,Linear Regression,30
2023-07-19,22.0,22.0,,,,0,Linear Regression,30
2023-07-20,22.0,22.0,,,,0,Linear Regression,30
2023-07-21,29.0,29.0,,,,0,Linear Regression,30
2023-07-22,13.0,13.0,,,,0,Linear Regression,30
2023-07-23,18.0,18.0,,,,0,Linear Regression,30
2023-07-24,45.0,45.0,,,,0,Linear Regression,30
2023-07-25,35.0,35.0,,,,0,Linear Regression,30
2023-07-26,22.0,22.0,,,,0,Linear Regression,30
2023-07-27,41.0,41.0,,,,0,Linear Regression,30
2023-07-28,15.0,15.0,,,,0,Linear Regression,30
2023-07-29,27.0,27.0,,,,0,Linear Regression,30
2023-07-30,23.0,23.0,,,,0,Linear Regression,30
2023-07-31,38.0,38.0,,,,0,Linear Regression,30
2023-08-01,37.0,37.0,,,,0,Linear Regression,30
2023-08-02,23.0,23.0,,,,0,Linear Regression,30
2023-08-03,31.0,31.0,,,,0,Linear Regression,30
2023-08-04,22.0,22.0,,,,0,Linear Regression,30
2023-08-05,25.0,25.0,,,,0,Linear Regression,30
2023-08-06,42.0,42.0,,,,0,Linear Regression,30
2023-08-07,31.0,31.0,,,,0,Linear Regression,30
2023-08-08,33.0,33.0,,,,0,Linear Regression,30
2023-08-09,16.0,16.0,,,,0,Linear Regression,30
2023-08-10,22.0,22.0,,,,0,Linear Regression,30
2023-08-11,19.0,19.0,,,,0,Linear Regression,30
2023-08-12,30.0,30.0,,,,0,Linear Regression,30
2023-08-13,33.0,33.0,,,,0,Linear Regression,30
2023-08-14,28.0,28.0,,,,0,Linear Regression,30
2023-08-15,19.0,19.0,,,,0,Linear Regression,30
2023-08-16,25.0,25.0,,,,0,Linear Regression,30
2023-08-17,21.0,21.0,,,,0,Linear Regression,30
2023-08-18,11.0,11.0,,,,0,Linear Regression,30
2023-08-19,21.0,21.0,,,,0,Linear Regression,30
2023-08-20,29.0,29.0,,,,0,Linear Regression,30
2023-08-21,17.0,17.0,,,,0,Linear Regression,30
2023-08-22,40.0,40.0,,,,0,Linear Regression,30
2023-08-23,45.0,45.0,,,,0,Linear Regression,30
2023-08-24,20.0,20.0,,,,0,Linear Regression,30
2023-08-25,18.0,18.0,,,,0,Linear Regression,30
2023-08-26,26.0,26.0,,,,0,Linear Regression,30
2023-08-27,19.0,19.0,,,,0,Linear Regression,30
2023-08-28,31.0,31.0,,,,0,Linear Regression,30
2023-08-29,16.0,16.0,,,,0,Linear Regression,30
2023-08-30,35.0,35.0,,,,0,Linear Regression,30
2023-08-31,46.0,46.0,,,,0,Linear Regression,30
2023-09-01,22.0,22.0,,,,0,Linear Regression,30
2023-09-02,25.0,25.0,,,,0,Linear Regression,30
2023-09-03,17.0,17.0,,,,0,Linear Regression,30
2023-09-04,22.0,22.0,,,,0,Linear Regression,30
2023-09-05,19.0,19.0,,,,0,Linear Regression,30
2023-09-06,24.0,24.0,,,,0,Linear Regression,30
2023-09-07,19.0,19.0,,,,0,Linear Regression,30
2023-09-08,14.0,14.0,,,,0,Linear Regression,30
2023-09-09,12.0,12.0,,,,0,Linear Regression,30
2023-09-10,43.0,43.0,,,,0,Linear Regression,30
2023-09-11,12.0,12.0,,,,0,Linear Regression,30
2023-09-12,17.0,17.0,,,,0,Linear Regression,30
2023-09-13,32.0,32.0,,,,0,Linear Regression,30
2023-09-14,12.0,12.0,,,,0,Linear Regression,30
2023-09-15,17.0,17.0,,,,0,Linear Regression,30
2023-09-16,45.0,45.0,,,,0,Linear Regression,30
2023-09-17,14.0,14.0,,,,0,Linear Regression,30
2023-09-18,11.0,11.0,,,,0,Linear Regression,30
2023-09-19,19.0,19.0,,,,0,Linear Regression,30
2023-09-20,24.0,24.0,,,,0,Linear Regression,30
2023-09-21,38.0,38.0,,,,0,Linear Regression,30
2023-09-22,18.0,18.0,,,,0,Linear Regression,30
2023-09-23,22.0,22.0,,,,0,Linear Regression,30
2023-09-24,26.0,26.0,,,,0,Linear Regression,30
2023-09-25,30.0,30.0,,,,0,Linear Regression,30
2023-09-26,11.0,11.0,,,,0,Linear Regression,30
2023-09-27,15.0,15.0,,,,0,Linear Regression,30
2023-09-28,36.0,36.0,,,,0,Linear Regression,30
2023-09-29,12.0,12.0,,,,0,Linear Regression,30
2023-09-30,10.0,10.0,,,,0,Linear Regression,30
2023-10-01,21.0,21.0,,,,0,Linear Regression,30
2023-10-02,18.0,18.0,,,,0,Linear Regression,30
2023-10-03,23.0,23.0,,,,0,Linear Regression,30
2023-10-04,15.0,15.0,,,,0,Linear Regression,30
2023-10-05,25.0,25.0,,,,0,Linear Regression,30
2023-10-06,12.0,12.0,,,,0,Linear Regression,30
2023-10-07,22.0,22.0,,,,0,Linear Regression,30
2023-10-08,24.0,24.0,,,,0,Linear Regression,30
2023-10-09,39.0,39.0,,,,0,Linear Regression,30
2023-10-10,29.0,29.0,,,,0,Linear Regression,30
2023-10-11,22.0,22.0,,,,0,Linear Regression,30
2023-10-12,7.0,7.0,,,,0,Linear Regression,30
2023-10-13,39.0,39.0,,,,0,Linear Regression,30
2023-10-14,26.0,26.0,,,,0,Linear Regression,30
2023-10-15,19.0,19.0,,,,0,Linear Regression,30
2023-10-16,28.0,28.0,,,,0,Linear Regression,30
2023-10-17,39.0,39.0,,,,0,Linear Regression,30
2023-10-18,22.0,22.0,,,,0,Linear Regression,30
2023-10-19,19.0,19.0,,,,0,Linear Regression,30
2023-10-20,30.0,30.0,,,,0,Linear Regression,30
2023-10-21,24.0,24.0,,,,0,Linear Regression,30
2023-10-22,37.0,37.0,,,,0,Linear Regression,30
2023-10-23,23.0,23.0,,,,0,Linear Regression,30
2023-10-24,27.0,27.0,,,,0,Linear Regression,30
2023-10-25,26.0,26.0,,,,0,Linear Regression,30
2023-10-26,9.0,9.0,,,,0,Linear Regression,30
2023-10-27,13.0,13.0,,,,0,Linear Regression,30
2023-10-28,47.0,47.0,,,,0,Linear Regression,30
2023-10-29,37.0,37.0,,,,0,Linear Regression,30
2023-10-30,29.0,29.0,,,,0,Linear Regression,30
2023-10-31,25.0,25.0,,,,0,Linear Regression,30
2023-11-01,21.0,21.0,,,,0,Linear Regression,30
2023-11-02,35.0,35.0,,,,0,Linear Regression,30
2023-11-03,21.0,21.0,,,,0,Linear Regression,30
2023-11-04,30.0,30.0,,,,0,Linear Regression,30
2023-11-05,26.0,26.0,,,,0,Linear Regression,30
2023-11-06,29.0,29.0,,,,0,Linear Regression,30
2023-11-07,35.0,35.0,,,,0,Linear Regression,30
2023-11-08,23.0,23.0,,,,0,Linear Regression,30
2023-11-09,24.0,24.0,,,,0,Linear Regression,30
2023-11-10,24.0,24.0,,,,0,Linear Regression,30
2023-11-11,35.0,35.0,,,,0,Linear Regression,30
2023-11-12,50.0,50.0,,,,0,Linear Regression,30
2023-11-13,29.0,29.0,,,,0,Linear Regression,30
2023-11-14,25.0,25.0,,,,0,Linear Regression,30
2023-11-15,27.0,27.0,,,,0,Linear Regression,30
2023-11-16,36.0,36.0,,,,0,Linear Regression,30
2023-11-17,23.0,23.0,,,,0,Linear Regression,30
2023-11-18,21.0,21.0,,,,0,Linear Regression,30
2023-11-19,25.0,25.0,,,,0,Linear Regression,30
2023-11-20,26.0,26.0,,,,0,Linear Regression,30
2023-11-21,34.0,34.0,,,,0,Linear Regression,30
2023-11-22,40.0,40.0,,,,0,Linear Regression,30
2023-11-23,32.0,32.0,,,,0,Linear Regression,30
2023-11-24,29.0,29.0,,,,0,Linear Regression,30
2023-11-25,13.0,13.0,,,,0,Linear Regression,30
2023-11-26,17.0,17.0,,,,0,Linear Regression,30
2023-11-27,37.0,37.0,,,,0,Linear Regression,30
2023-11-28,25.0,25.0,,,,0,Linear Regression,30
2023-11-29,18.0,18.0,,,,0,Linear Regression,30
2023-11-30,26.0,26.0,,,,0,Linear Regression,30
2023-12-01,22.0,22.0,,,,0,Linear Regression,30
2023-12-02,18.0,18.0,,,,0,Linear Regression,30
2023-12-03,47.0,47.0,,,,0,Linear Regression,30
2023-12-04,16.0,16.0,,,,0,Linear Regression,30
2023-12-05,10.0,10.0,,,,0,Linear Regression,30
2023-12-06,19.0,19.0,,,,0,Linear Regression,30
2023-12-07,29.0,29.0,,,,0,Linear Regression,30
2023-12-08,45.0,45.0,,,,0,Linear Regression,30
2023-12-09,44.0,44.0,,,,0,Linear Regression,30
2023-12-10,27.0,27.0,,,,0,Linear Regression,30
2023-12-11,27.0,27.0,,,,0,Linear Regression,30
2023-12-12,30.0,30.0,,,,0,Linear Regression,30
2023-12-13,31.0,31.0,,,,0,Linear Regression,30
2023-12-14,14.0,14.0,,,,0,Linear Regression,30
2023-12-15,37.0,37.0,,,,0,Linear Regression,30
2023-12-16,28.0,28.0,,,,0,Linear Regression,30
2023-12-17,28.0,28.0,,,,0,Linear Regression,30
2023-12-18,34.0,34.0,,,,0,Linear Regression,30
2023-12-19,19.0,19.0,,,,0,Linear Regression,30
2023-12-20,26.0,26.0,,,,0,Linear Regression,30
2023-12-21,40.0,40.0,,,,0,Linear Regression,30
2023-12-22,32.0,32.0,,,,0,Linear Regression,30
2023-12-23,42.0,42.0,,,,0,Linear Regression,30
2023-12-24,13.0,13.0,,,,0,Linear Regression,30
2023-12-25,51.0,51.0,,,,0,Linear Regression,30
2023-12-26,17.0,17.0,,,,0,Linear Regression,30
2023-12-27,25.0,25.0,,,,0,Linear Regression,30
2023-12-28,6.0,6.0,,,,0,Linear Regression,30
2023-12-29,31.0,31.0,,,,0,Linear Regression,30
2023-12-30,27.0,27.0,,,,0,Linear Regression,30
2023-12-31,30.0,30.0,,,,0,Linear Regression,30
2024-01-01,15.0,15.0,,,,0,Linear Regression,30
2024-01-02,35.0,35.0,,,,0,Linear Regression,30
2024-01-03,10.0,10.0,,,,0,Linear Regression,30
2024-01-04,18.0,18.0,,,,0,Linear Regression,30
2024-01-05,32.0,32.0,,,,0,Linear Regression,30
2024-01-06,32.0,32.0,,,,0,Linear Regression,30
2024-01-07,21.0,21.0,,,,0,Linear Regression,30
2024-01-08,11.0,11.0,,,,0,Linear Regression,30
2024-01-09,23.0,23.0,,,,0,Linear Regression,30
2024-01-10,13.0,13.0,,,,0,Linear Regression,30
2024-01-11,23.0,23.0,,,,0,Linear Regression,30
2024-01-12,27.0,27.0,,,,0,Linear Regression,30
2024-01-13,13.0,13.0,,,,0,Linear Regression,30
2024-01-14,9.0,9.0,,,,0,Linear Regression,30
2024-01-15,13.0,13.0,,,,0,Linear Regression,30
2024-01-16,9.0,9.0,,,,0,Linear Regression,30
2024-01-17,26.0,26.0,,,,0,Linear Regression,30
2024-01-18,18.0,18.0,,,,0,Linear Regression,30
2024-01-19,14.0,14.0,,,,0,Linear Regression,30
2024-01-20,35.0,35.0,,,,0,Linear Regression,30
2024-01-21,33.0,33.0,,,,0,Linear Regression,30
2024-01-22,10.0,10.0,,,,0,Linear Regression,30
2024-01-23,26.0,26.0,,,,0,Linear Regression,30
2024-01-24,13.0,13.0,,,,0,Linear Regression,30
2024-01-25,16.0,16.0,,,,0,Linear Regression,30
2024-01-26,9.0,9.0,,,,0,Linear Regression,30
2024-01-27,12.0,12.0,,,,0,Linear Regression,30
2024-01-28,16.0,16.0,,,,0,Linear Regression,30
2024-01-29,7.0,7.0,,,,0,Linear Regression,30
2024-01-30,21.0,21.0,,,,0,Linear Regression,30
2024-01-31,19.0,19.0,,,,0,Linear Regression,30
2024-02-01,15.0,15.0,,,,0,Linear Regression,30
2024-02-02,19.0,19.0,,,,0,Linear Regression,30
2024-02-03,33.0,33.0,,,,0,Linear Regression,30
2024-02-04,16.0,16.0,,,,0,Linear Regression,30
2024-02-05,17.0,17.0,,,,0,Linear Regression,30
2024-02-06,29.0,29.0,,,,0,Linear Regression,30
2024-02-07,18.0,18.0,,,,0,Linear Regression,30
2024-02-08,13.0,13.0,,,,0,Linear Regression,30
2024-02-09,4.0,4.0,,,,0,Linear Regression,30
2024-02-10,17.0,17.0,,,,0,Linear Regression,30
2024-02-11,22.0,22.0,,,,0,Linear Regression,30
2024-02-12,30.0,30.0,,,,0,Linear Regression,30
2024-02-13,15.0,15.0,,,,0,Linear Regression,30
2024-02-14,10.0,10.0,,,,0,Linear Regression,30
2024-02-15,15.0,15.0,,,,0,Linear Regression,30
2024-02-16,12.0,12.0,,,,0,Linear Regression,30
2024-02-17,12.0,12.0,,,,0,Linear Regression,30
2024-02-18,18.0,18.0,,,,0,Linear Regression,30
2024-02-19,17.0,17.0,,,,0,Linear Regression,30
2024-02-20,10.0,10.0,,,,0,Linear Regression,30
2024-02-21,26.0,26.0,,,,0,Linear Regression,30
2024-02-22,22.0,22.0,,,,0,Linear Regression,30
2024-02-23,21.0,21.0,,,,0,Linear Regression,30
2024-02-24,16.0,16.0,,,,0,Linear Regression,30
2024-02-25,7.0,7.0,,,,0,Linear Regression,30
2024-02-26,14.0,14.0,,,,0,Linear Regression,30
2024-02-27,23.0,23.0,,,,0,Linear Regression,30
2024-02-28,13.0,13.0,,,,0,Linear Regression,30
2024-02-29,8.0,8.0,,,,0,Linear Regression,30
2024-03-01,19.0,19.0,,,,0,Linear Regression,30
2024-03-02,20.0,20.0,,,,0,Linear Regression,30
2024-03-03,26.0,26.0,,,,0,Linear Regression,30
2024-03-04,28.0,28.0,,,,0,Linear Regression,30
2024-03-05,29.0,29.0,,,,0,Linear Regression,30
2024-03-06,25.0,25.0,,,,0,Linear Regression,30
2024-03-07,18.0,18.0,,,,0,Linear Regression,30
2024-03-08,11.0,11.0,,,,0,Linear Regression,30
2024-03-09,11.0,11.0,,,,0,Linear Regression,30
2024-03-10,20.0,20.0,,,,0,Linear Regression,30
2024-03-11,11.0,11.0,,,,0,Linear Regression,30
2024-03-12,20.0,20.0,,,,0,Linear Regression,30
2024-03-13,33.0,33.0,,,,0,Linear Regression,30
2024-03-14,17.0,17.0,,,,0,Linear Regression,30
2024-03-15,15.0,15.0,,,,0,Linear Regression,30
2024-03-16,15.0,15.0,,,,0,Linear Regression,30
2024-03-17,26.0,26.0,,,,0,Linear Regression,30
2024-03-18,15.0,15.0,,,,0,Linear Regression,30
2024-03-19,24.0,24.0,,,,0,Linear Regression,30
2024-03-20,12.0,12.0,,,,0,Linear Regression,30
2024-03-21,21.0,21.0,,,,0,Linear Regression,30
2024-03-22,25.0,25.0,,,,0,Linear Regression,30
2024-03-23,8.0,8.0,,,,0,Linear Regression,30
2024-03-24,21.0,21.0,,,,0,Linear Regression,30
2024-03-25,22.0,22.0,,,,0,Linear Regression,30
2024-03-26,15.0,15.0,,,,0,Linear Regression,30
2024-03-27,37.0,37.0,,,,0,Linear Regression,30
2024-03-28,18.0,18.0,,,,0,Linear Regression,30
2024-03-29,8.0,8.0,,,,0,Linear Regression,30
2024-03-30,20.0,20.0,,,,0,Linear Regression,30
2024-03-31,36.0,36.0,,,,0,Linear Regression,30
2024-04-01,37.0,37.0,,,,0,Linear Regression,30
2024-04-02,14.0,14.0,,,,0,Linear Regression,30
2024-04-03,7.0,7.0,,,,0,Linear Regression,30
2024-04-04,46.0,46.0,,,,0,Linear Regression,30
2024-04-05,21.0,21.0,,,,0,Linear Regression,30
2024-04-06,16.0,16.0,,,,0,Linear Regression,30
2024-04-07,12.0,12.0,,,,0,Linear Regression,30
2024-04-08,14.0,14.0,,,,0,Linear Regression,30
2024-04-09,19.0,19.0,,,,0,Linear Regression,30
2024-04-10,21.0,21.0,,,,0,Linear Regression,30
2024-04-11,28.0,28.0,,,,0,Linear Regression,30
2024-04-12,14.0,14.0,,,,0,Linear Regression,30
2024-04-13,24.0,24.0,,,,0,Linear Regression,30
2024-04-14,19.0,19.0,,,,0,Linear Regression,30
2024-04-15,28.0,28.0,,,,0,Linear Regression,30
2024-04-16,22.0,22.0,,,,0,Linear Regression,30
2024-04-17,22.0,22.0,,,,0,Linear Regression,30
2024-04-18,28.0,28.0,,,,0,Linear Regression,30
2024-04-19,23.0,23.0,,,,0,Linear Regression,30
2024-04-20,22.0,22.0,,,,0,Linear Regression,30
2024-04-21,22.0,22.0,,,,0,Linear Regression,30
2024-04-22,18.0,18.0,,,,0,Linear Regression,30
2024-04-23,19.0,19.0,,,,0,Linear Regression,30
